iter	MultiClass
260	0.01895120917
261	0.01887009905
262	0.01879793393
263	0.0187296484
264	0.01863922105
265	0.01856731266
266	0.01852260574
267	0.01845258748
268	0.01839489671
269	0.01833350291
270	0.01826042321
271	0.0181746895
272	0.01805843435
273	0.01800083267
274	0.01790359319
275	0.01783320237
276	0.01776302434
277	0.01770175011
278	0.01759172018
279	0.01752338994
280	0.01746246523
281	0.01734487343
282	0.01726839408
283	0.0171945586
284	0.01709478091
285	0.01703557846
286	0.01697331521
287	0.01689805181
288	0.01679957476
289	0.0167069795
290	0.01665457583
291	0.01659309504
292	0.01653696529
293	0.01648419045
294	0.01643056814
295	0.01634950433
296	0.01627880115
297	0.01620718908
298	0.01614901158
299	0.01608863049
300	0.01603031833
301	0.01597031395
302	0.01590857475
303	0.01584008641
304	0.01578406834
305	0.01572890792
306	0.01566617192
307	0.01559295644
308	0.01553830575
309	0.0154470993
310	0.01538736762
311	0.0153394645
312	0.015222503
313	0.01517566272
314	0.01510278067
315	0.01504957743
316	0.01498559855
317	0.01494208104
318	0.01489593457
319	0.01484237628
320	0.0148052022
321	0.01475892153
322	0.01469150584
323	0.01464835336
324	0.01461011514
325	0.0145673087
326	0.01453199345
327	0.01448831767
328	0.01444338823
329	0.01439122028
330	0.01432028369
331	0.01425930147
332	0.01422681958
333	0.0141696753
334	0.01411291933
335	0.01407517511
336	0.01404689572
337	0.01400028987
338	0.01395242355
339	0.0139185131
340	0.01387713995
341	0.0138467117
342	0.01379420221
343	0.01375521253
344	0.01372048003
345	0.01367166013
346	0.01362541622
347	0.01359768578
348	0.01354838656
349	0.01351696415
350	0.01346613693
351	0.0134215352
352	0.01337373514
353	0.01332376998
354	0.01330154586
355	0.01327882793
356	0.01324984128
357	0.01320704597
358	0.01317350194
359	0.01314456058
360	0.01311546174
361	0.01308555231
362	0.01302851885
363	0.0129953099
364	0.01293191426
365	0.01286356269
366	0.01283652963
367	0.0127940215
368	0.01275903903
369	0.01270733274
370	0.0126714835
371	0.01263507528
372	0.01258556597
373	0.01254200137
374	0.01249425728
375	0.01245389282
376	0.01242228151
377	0.01237876735
378	0.01234398192
379	0.01231797609
380	0.01228546746
381	0.01223933007
382	0.01220552085
383	0.01218110554
384	0.01215207423
385	0.01211813084
386	0.01208404031
387	0.0120336095
388	0.01196968532
389	0.01193664052
390	0.01189444856
391	0.01185643189
392	0.01182647321
393	0.01179065388
394	0.01176442211
395	0.01173695599
396	0.0117013646
397	0.01166301451
398	0.0116241738
399	0.0115965894
400	0.01157532329
401	0.01152818893
402	0.01148922016
403	0.01145556184
404	0.01143299271
405	0.0114047205
406	0.01137518322
407	0.01135369906
408	0.01132842301
409	0.01130916807
410	0.01127141462
411	0.0112416248
412	0.01119551614
413	0.01116778221
414	0.01112485424
415	0.01109983483
416	0.01107605752
417	0.01104888464
418	0.01102664758
419	0.01099813774
420	0.01097184675
421	0.01094684081
422	0.01091948397
423	0.01089099068
424	0.01086785872
425	0.0108404637
426	0.01080278287
427	0.0107727661
428	0.01075029748
429	0.01071906332
430	0.01068798052
431	0.01065541455
432	0.01062238551
433	0.01059800581
434	0.01057914242
435	0.01055689079
436	0.01053509145
437	0.0105061402
438	0.01048969938
439	0.01046130098
440	0.01043312208
441	0.01040050065
442	0.01038058332
443	0.01035770888
444	0.01032750635
445	0.01030098493
446	0.01025439625
447	0.01023072451
448	0.01020909721
449	0.01018846042
450	0.01016510471
451	0.01014088813
452	0.01011452005
453	0.01007355833
454	0.01003594482
455	0.0100144691
456	0.009993511801
457	0.009975844997
458	0.009951732328
459	0.009933690258
460	0.009911706844
461	0.009891216091
462	0.009874327075
463	0.009855801002
464	0.009836059189
465	0.009812153999
466	0.009773190591
467	0.009743540244
468	0.00972180814
469	0.009703458982
470	0.009679477433
471	0.009659292963
472	0.009632206889
473	0.009610813686
474	0.009588973344
475	0.009568975015
476	0.009547824486
477	0.00952535675
478	0.00949950232
479	0.009477867014
480	0.009440184319
481	0.009402629503
482	0.009374976093
483	0.009353946412
484	0.009330374966
485	0.009306227105
486	0.009284649723
487	0.009264106424
488	0.009235446004
489	0.009213038061
490	0.009198706503
491	0.009177995942
492	0.00916244579
493	0.009140809313
494	0.009118847995
495	0.009086242712
496	0.009065410852
497	0.009052324558
498	0.00903084721
499	0.00901238925
500	0.008993299199
501	0.008978936822
502	0.008962949482
503	0.008936018119
504	0.008920159735
505	0.008896608143
506	0.0088832129
507	0.008867693038
508	0.008851402233
509	0.00883642376
510	0.008815232737
511	0.008803673494
512	0.008782038479
513	0.008757566339
514	0.008746980555
515	0.00872826304
516	0.008702894718
517	0.008676688564
518	0.008648895422
519	0.008638741099
520	0.008620328906
521	0.008606807753
522	0.00859590586
523	0.008584242211
524	0.008569326417
525	0.00854759849
526	0.008539462622
527	0.008519358815
528	0.008487668251
529	0.008471496441
530	0.008460924978
531	0.008442665756
532	0.00842824732
533	0.00839958993
534	0.008383687325
535	0.008368103429
536	0.008345356923
537	0.008325736769
538	0.008311589544
539	0.008299490739
540	0.008284168029
541	0.008274835946
542	0.008249469834
543	0.008238088695
544	0.008222636798
545	0.008202682065
546	0.008182246012
547	0.008162969675
548	0.008146988652
549	0.008135161859
550	0.008106518754
551	0.008074943946
552	0.008057000453
553	0.008034598606
554	0.008021995739
555	0.008008199072
556	0.007995660492
557	0.00797883141
558	0.007961104425
559	0.007952472861
560	0.007933270262
561	0.007921906825
562	0.007912551646
563	0.007892824423
564	0.007868938785
565	0.007859250846
566	0.007845852888
567	0.007826340608
568	0.007816127856
569	0.007795610076
570	0.007779674343
571	0.007758127353
572	0.00774071708
573	0.00772252696
574	0.007701425158
575	0.007679965888
576	0.007654277224
577	0.007640327198
578	0.00762041605
579	0.007604457503
580	0.007584433387
581	0.007568787649
582	0.00755355612
583	0.007537899587
584	0.007526778577
585	0.007507155146
586	0.00748928422
587	0.007475969161
588	0.007455743235
589	0.007442987763
590	0.007423003902
591	0.007414541309
592	0.007403526936
593	0.007386250652
594	0.007373078002
595	0.007358471014
596	0.007349886239
597	0.007337200695
598	0.007323480473
599	0.007306088005
600	0.007289692497
601	0.007278523878
602	0.007255462033
603	0.007245122968
604	0.007232845554
605	0.007221022998
606	0.007211060184
607	0.007196894449
608	0.007185898369
609	0.007176575668
610	0.007168746234
611	0.007156690508
612	0.007143010047
613	0.007131357963
614	0.007111350631
615	0.007097695737
616	0.007088108398
617	0.007071244887
618	0.007061207597
619	0.007049341903
620	0.007024219083
621	0.007012406929
622	0.007003049154
623	0.006994652966
624	0.006985693763
625	0.006972523275
626	0.006963875193
627	0.006950740747
628	0.006939826564
629	0.006928763019
630	0.006914743792
631	0.0068886652
632	0.006876817876
633	0.006867449534
634	0.006851943899
635	0.006839714452
636	0.006829978342
637	0.006814752325
638	0.006801088524
639	0.006791553222
640	0.006769558605
641	0.006762177388
642	0.006753810692
643	0.006741619014
644	0.00673203804
645	0.006713825674
646	0.006702744971
647	0.006693387299
648	0.006683390574
649	0.006670326888
650	0.006659849029
651	0.006646516325
652	0.006632825638
653	0.006624365483
654	0.006609709915
655	0.006598591807
656	0.006585383485
657	0.006574685465
658	0.006566254512
659	0.006553556928
660	0.006544739656
661	0.00653398351
662	0.00652614791
663	0.006510687963
664	0.006498727526
665	0.006486852182
666	0.006479592936
667	0.006472328994
668	0.006464345831
669	0.006457879234
670	0.006444155706
671	0.006437310322
672	0.006418556741
673	0.006410250881
674	0.006401870318
675	0.006388199978
676	0.006377423414
677	0.006367414303
678	0.00635984437
679	0.006352543342
680	0.006347729537
681	0.006340410279
682	0.006333826612
683	0.006327038757
684	0.00631153632
685	0.006299777855
686	0.00628880677
687	0.006278898607
688	0.006273385465
689	0.006259907659
690	0.006251016406
691	0.006238741333
692	0.006234038767
693	0.006222284361
694	0.006212782742
695	0.006206748391
696	0.006195829712
697	0.006185497775
698	0.006175313737
699	0.006169015256
700	0.006162922256
701	0.006156302529
702	0.006149814798
703	0.006142189946
704	0.006134989999
705	0.006123996008
706	0.006116225961
707	0.006108813883
708	0.006098614441
709	0.006091600347
710	0.006084122127
711	0.006074453617
712	0.006065616644
713	0.00605911597
714	0.006053302591
715	0.00604251949
716	0.006035157659
717	0.006028419726
718	0.00602103568
719	0.006014135468
720	0.006005168801
721	0.006000871971
722	0.005993098694
723	0.00598661246
724	0.005972408846
725	0.005962999933
726	0.005951798703
727	0.005937437921
728	0.005926620786
729	0.005910686442
730	0.005902022305
731	0.005886143241
732	0.005880050083
733	0.005871625246
734	0.005865223597
735	0.005856584877
736	0.005845474748
737	0.005837974257
738	0.005824112749
739	0.005813018568
740	0.005806292887
741	0.005799448454
742	0.005789346083
743	0.005781460072
744	0.0057755775
745	0.005765855779
746	0.005759090518
747	0.005738620863
748	0.005728377484
749	0.005721385865
750	0.005711835603
751	0.005703809932
752	0.005695205324
753	0.005690944082
754	0.005681601761
755	0.005674037698
756	0.00566822534
757	0.005660198132
758	0.005645683694
759	0.005640629934
760	0.005636520897
761	0.00562423371
762	0.005615603776
763	0.005604884891
764	0.005598829094
765	0.005591976589
766	0.005584959481
767	0.005569789339
768	0.005563873954
769	0.005554798881
770	0.005544488987
771	0.005532191783
772	0.005523879442
773	0.005516829797
774	0.005511796231
775	0.005503098157
776	0.005496060072
777	0.005488005695
778	0.00547818513
779	0.005474016628
780	0.005468987413
781	0.005456694348
782	0.005448185079
783	0.005440664739
784	0.005432393741
785	0.005421257265
786	0.005414925173
787	0.005407377009
788	0.005399793488
789	0.005391120878
790	0.005385025479
791	0.005379392154
792	0.005372169072
793	0.0053633866
794	0.005353942553
795	0.005348028385
796	0.005339151545
797	0.005333089466
798	0.005326672433
799	0.005321637011
800	0.005316530117
801	0.005307398988
802	0.005298287282
803	0.005293913619
804	0.005287088195
805	0.005279426517
806	0.005269102878
807	0.005260333459
808	0.005253156007
809	0.005248787924
810	0.00524308977
811	0.005238977993
812	0.00523176907
813	0.005224257579
814	0.005214941257
815	0.005208546222
816	0.005199264711
817	0.005192621273
818	0.005180533281
819	0.00517403707
820	0.005168725936
821	0.005158356589
822	0.005153640717
823	0.005146851809
824	0.005134452801
825	0.005126490646
826	0.005121243286
827	0.005112888356
828	0.005109132336
829	0.005101631752
830	0.005095514832
831	0.00508995026
832	0.005082754413
833	0.005074091681
834	0.005064787527
835	0.005059415778
836	0.005051307811
837	0.005043242483
838	0.005029898762
839	0.005025760113
840	0.005020628829
841	0.005014766002
842	0.005007501453
843	0.00499864833
844	0.004992731349
845	0.004987010657
846	0.004979990443
847	0.004971951057
848	0.004966462508
849	0.004959480034
850	0.004956053839
851	0.004951899754
852	0.004946035486
853	0.004935832714
854	0.00493223613
855	0.004925086941
856	0.004920619909
857	0.004911238977
858	0.004903069818
859	0.004897437435
860	0.004891825547
861	0.004886586235
862	0.004878674676
863	0.00487079357
864	0.004866062657
865	0.004860110637
866	0.004853676828
867	0.004848448417
868	0.004841170584
869	0.004833686266
870	0.004828445828
871	0.004823695437
872	0.00482061231
873	0.004813173733
874	0.004805291455
875	0.004799745317
876	0.004793914585
877	0.004788328192
878	0.004780807468
879	0.00477729581
880	0.004773844556
881	0.004768539315
882	0.004762994275
883	0.00475600359
884	0.004751252951
885	0.004744110558
886	0.004741625996
887	0.0047347785
888	0.004720628408
889	0.004717513274
890	0.004710181313
891	0.004706156362
892	0.004698750197
893	0.004686091815
894	0.004682602809
895	0.004676159441
896	0.004672665608
897	0.00466882634
898	0.004664735024
899	0.00465817449
900	0.004650170439
901	0.004640244883
902	0.004633998902
903	0.004627344352
904	0.004623545315
905	0.004614639291
906	0.00461100854
907	0.004607757994
908	0.0046033817
909	0.004598264359
910	0.004591583637
911	0.004587247281
912	0.004582001611
913	0.0045777025
914	0.004570130282
915	0.004560947952
916	0.00455654052
917	0.004553174709
918	0.004545075526
919	0.004535403498
920	0.004528639109
921	0.004518610355
922	0.00451357639
923	0.004508572322
924	0.004502958414
925	0.004498173771
926	0.004491589321
927	0.004486226998
928	0.004482407013
929	0.004474429053
930	0.004468638225
931	0.004465721127
932	0.004460879226
933	0.004456186681
934	0.004452653606
935	0.004447840387
936	0.004443075515
937	0.004438978633
938	0.00443442039
939	0.004430272175
940	0.004426021849
941	0.004421089178
942	0.004414982142
943	0.004411221808
944	0.00440677945
945	0.004402388347
946	0.004396658739
947	0.004389552566
948	0.004386049147
949	0.004378574762
950	0.00437380308
951	0.004367770002
952	0.004361843751
953	0.004357097514
954	0.004353524133
955	0.004351290042
956	0.00434609341
957	0.004340309477
958	0.004335830494
959	0.004331410693
960	0.004322518132
961	0.004315568955
962	0.004308760981
963	0.004298401921
964	0.004295076881
965	0.004290527627
966	0.004287270858
967	0.00428140937
968	0.004275521594
969	0.004270762539
970	0.004265704878
971	0.004261709065
972	0.0042562617
973	0.004252561754
974	0.004246562755
975	0.004243104866
976	0.004239211501
977	0.004235215482
978	0.004226441692
979	0.004221784098
980	0.004216794004
981	0.004211773967
982	0.004205473724
983	0.004199096474
984	0.004194522407
985	0.004191606387
986	0.004186616816
987	0.004177183001
988	0.00417275482
989	0.004168862658
990	0.004165722227
991	0.004161822474
992	0.004157205801
993	0.00415389415
994	0.004150718503
995	0.004143925346
996	0.004141314825
997	0.004135385154
998	0.004130745597
999	0.004123771244
845778
999	0.003990909471
